asset_key,asset_directory,spatial_run,spatial_state,interpolation_run,interpolation_state,selected_run,qa_state,qa_evidence,installation_state,installation_receipt,release_state,release_candidate,notes
effects:bam:SPSTRENI,effects/ressources/SPSTRENI,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSTRMVA,effects/ressources/SPSTRMVA,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSTRMVB,effects/ressources/SPSTRMVB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSTRONE,effects/ressources/SPSTRONE,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSTURNI,effects/ressources/SPSTURNI,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSUMGTE,effects/ressources/SPSUMGTE,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSUMMON,effects/ressources/SPSUMMON,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSUMP,effects/ressources/SPSUMP,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSUMPLN,effects/ressources/SPSUMPLN,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPSUNRAY,effects/ressources/SPSUNRAY,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPTRAPBB,effects/ressources/SPTRAPBB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPTRUSEE,effects/ressources/SPTRUSEE,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPTURNI2,effects/ressources/SPTURNI2,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPUNHBL2,effects/ressources/SPUNHBL2,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPUNHBL3,effects/ressources/SPUNHBL3,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPUNHBLT,effects/ressources/SPUNHBLT,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPUNHOLY,effects/ressources/SPUNHOLY,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPUSEANY,effects/ressources/SPUSEANY,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPWHIRL,effects/ressources/SPWHIRL,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPWI124A,effects/ressources/SPWI124A,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPWI124B,effects/ressources/SPWI124B,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPWIRBLA,effects/ressources/SPWIRBLA,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:SPWRDFLD,effects/ressources/SPWRDFLD,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:STEAM1,effects/ressources/STEAM1,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:STEAM3,effects/ressources/STEAM3,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:STEAM4,effects/ressources/STEAM4,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:STNKCLDD,effects/ressources/STNKCLDD,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:STNKCLDT,effects/ressources/STNKCLDT,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRAPGR,effects/ressources/TRAPGR,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRAVEL,effects/ressources/TRAVEL,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRAVELB,effects/ressources/TRAVELB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRBLOBA,effects/ressources/TRBLOBA,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRBLOBB,effects/ressources/TRBLOBB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRDARTST,effects/ressources/TRDARTST,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE01,effects/ressources/TREE01,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE02,effects/ressources/TREE02,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE03,effects/ressources/TREE03,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE04,effects/ressources/TREE04,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE05,effects/ressources/TREE05,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE06,effects/ressources/TREE06,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE07,effects/ressources/TREE07,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE08,effects/ressources/TREE08,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE09,effects/ressources/TREE09,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TREE10,effects/ressources/TREE10,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRGOOYAA,effects/ressources/TRGOOYAA,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRGOOYBB,effects/ressources/TRGOOYBB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRSPEART,effects/ressources/TRSPEART,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRVENTAA,effects/ressources/TRVENTAA,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:TRVENTBB,effects/ressources/TRVENTBB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WBRAZR1,effects/ressources/WBRAZR1,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WBRAZR2,effects/ressources/WBRAZR2,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WBRAZR3,effects/ressources/WBRAZR3,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WBRAZR4,effects/ressources/WBRAZR4,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WEBBOMB,effects/ressources/WEBBOMB,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WEBC,effects/ressources/WEBC,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WEBENTD,effects/ressources/WEBENTD,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WEBENTH,effects/ressources/WEBENTH,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WEBENTT,effects/ressources/WEBENTT,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WHIRL01,effects/ressources/WHIRL01,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WHIRLY,effects/ressources/WHIRLY,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WRITHING,effects/ressources/WRITHING,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WTRBODY2,effects/ressources/WTRBODY2,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
effects:bam:WTRDROP1,effects/ressources/WTRDROP1,,not-started,,not-started,,not-assessed,,not-installed,,not-evaluated,,
