asset_key,resref,format,dependency_count,source_bif,locator,source_size,source_sha256,extracted_path
effect:vvc:1WDCCDAM,1WDCCDAM,VVC,1,data/Effects.bif,0x00300000,492,BF1911D3C23CD5E69FDBF45134F92A1F1ED15BF771419E1DD7FB7F97B10D1FCE,effects/source/vvc/1WDCCDAM.vvc
effect:vvc:1WDCLDAM,1WDCLDAM,VVC,1,data/Effects.bif,0x00300001,492,ABAE3FE829151EF9A37147A8A73D1F4E93ADDED5F8AFFF0159552E2DC2E9F549,effects/source/vvc/1WDCLDAM.vvc
effect:vvc:1WDCMDAM,1WDCMDAM,VVC,1,data/Effects.bif,0x00300002,492,ADF90209FB0C2133F713AB17BAD38843513B2D649FD18DC220EDE315627E96E9,effects/source/vvc/1WDCMDAM.vvc
effect:vvc:1WDCSDAM,1WDCSDAM,VVC,1,data/Effects.bif,0x00300003,492,B9324629E269748BACCEE6AE8CB5BB4525AFB3534D2D60C07EF4C4AB6C66BC70,effects/source/vvc/1WDCSDAM.vvc
effect:vvc:1WDGARMR,1WDGARMR,VVC,1,data/Effects.bif,0x00300004,492,93DF27156AEC7AD1408BFA879C3AF537C7C70F109A69449F8F25ED90D1CCD567,effects/source/vvc/1WDGARMR.vvc
effect:vvc:1WDSARMR,1WDSARMR,VVC,1,data/Effects.bif,0x00300005,492,6D630ADA2E64050AA73F52D9E2828961654FA25905840FB5BA4910302C9B74CC,effects/source/vvc/1WDSARMR.vvc
effect:vvc:ABJURH,ABJURH,VVC,1,data/Patch2.bif,0x0BD00129,492,05E6653AF63803F56B0E364197B5BC44964C3052A2BF4B5E398A4EEC357BFC09,effects/source/vvc/ABJURH.vvc
effect:vvc:AMCALL,AMCALL,VVC,1,data/Effects.bif,0x00300006,492,CF560F385E19923F22025998E78CD049991AAD3E276F9A0CE1E8F8E849DFB981,effects/source/vvc/AMCALL.vvc
effect:vvc:AMYAG_B,AMYAG_B,VVC,1,data/25Effect.bif,0x08C00000,492,64C5FEB6C4EE417199C065409F08227C719EF5B3450660369317DDAE5C5A75C7,effects/source/vvc/AMYAG_B.vvc
effect:vvc:AMYAG_F,AMYAG_F,VVC,1,data/25Effect.bif,0x08C00001,492,8581E3E5E29DBF1B4E8872CEA6E074865A89A1735CDA546AC611FABF08B65D16,effects/source/vvc/AMYAG_F.vvc
effect:vvc:ANFIRE,ANFIRE,VVC,1,data/Effects.bif,0x00300007,492,F6C3A52B7E95AE90C6FB3DB145E21883BEC49FA5286BB15EE470859063BFDDAA,effects/source/vvc/ANFIRE.vvc
effect:vvc:ANPILLAR,ANPILLAR,VVC,1,data/Effects.bif,0x00300008,492,9473616BA2E78B52BE378924A79A35A3601325FD920777B1C7F48B1E5D51F19A,effects/source/vvc/ANPILLAR.vvc
effect:vvc:ASUMM1X,ASUMM1X,VVC,1,data/PATCH26.BIF,0x08600009,492,C3AC2EE0D1E8A49534F0E68B82768EFF9E3E971906167D26A5C2E3FB93F5366E,effects/source/vvc/ASUMM1X.vvc
effect:vvc:BDETHER,BDETHER,VVC,1,data/Patch2.bif,0x0BD00153,492,A52F4AC71EE202E8C39A4DB4017BA93BFFB854A0E02F8817A94138A374151B0F,effects/source/vvc/BDETHER.vvc
effect:vvc:BDETHREA,BDETHREA,VVC,1,data/Patch2.bif,0x0BD00156,492,499843B8580CE527EF8577EB7E2CB75C9ADE12781174F0F71AEAA07748886FC9,effects/source/vvc/BDETHREA.vvc
effect:vvc:BDETHREH,BDETHREH,VVC,1,data/Patch2.bif,0x0BD00158,492,DC22C434124A0FC12D6A261EF930E9EEBCCE0309D94115E6FF2C0B46568E7EBF,effects/source/vvc/BDETHREH.vvc
effect:vvc:BDFAVSPI,BDFAVSPI,VVC,1,data/Patch2.bif,0x0BD0015B,492,9E62289691AE607BAE871C1B5D52DE408DDA92E421DEEF76A1899D918D21743A,effects/source/vvc/BDFAVSPI.vvc
effect:vvc:BDFORCEW,BDFORCEW,VVC,1,data/PATCH26.BIF,0x0860000B,492,4A76C1BB84B78F0314EA1E7DD9BAC0F09C6252AFE999E3367CAECF269A966EFE,effects/source/vvc/BDFORCEW.vvc
effect:vvc:BDRSPIRI,BDRSPIRI,VVC,1,data/Patch2.bif,0x0BD00177,492,0379C81845D4579C933B1E0AB933F639AB3D801F02A10EAE9FFC5B2BAF16E33F,effects/source/vvc/BDRSPIRI.vvc
effect:vvc:BDSHSUM,BDSHSUM,VVC,1,data/Patch2.bif,0x0BD001A5,492,325463908EAB21DDD048D2EB04278268BD2B90F37E9680D634711BF060AB1B04,effects/source/vvc/BDSHSUM.vvc
effect:vvc:BDSPCLAR,BDSPCLAR,VVC,1,data/Patch2.bif,0x0BD001AC,492,1714D2D11ACC072DA589DD81BD3A9149311AED428407402B40D3F99B32FDF79D,effects/source/vvc/BDSPCLAR.vvc
effect:vvc:BDSPLOCK,BDSPLOCK,VVC,1,data/Patch2.bif,0x0BD001B1,492,63CEB820DCBBC08DC60B37918879B34A4481DC43BE37D54C2858030906D60CC5,effects/source/vvc/BDSPLOCK.vvc
effect:vvc:BDSPWARD,BDSPWARD,VVC,1,data/Patch2.bif,0x0BD001B3,492,50DAFBC8AACE50BB9C6046445225B8D1F7A543B7B290F12A9199167E57297EAD,effects/source/vvc/BDSPWARD.vvc
effect:vvc:BGLRYH,BGLRYH,VVC,1,data/Patch25.bif,0x0100000C,492,F31FCAD718AF7F442B1AA37639AA87D24D7248E2372FD06CF9427318F6B3C547,effects/source/vvc/BGLRYH.vvc
effect:vvc:CALLLIGH,CALLLIGH,VVC,1,data/Effects.bif,0x00300016,492,3E157348D3BFB48A26E15452369599DB2539F72754E1DAB657E4B9A53DE77108,effects/source/vvc/CALLLIGH.vvc
effect:vvc:CDHORROR,CDHORROR,VVC,1,data/Effects.bif,0x0030004E,492,4142B0FA7F17C9981369797EF59DC652A66AACF7E0130C4811BA4EF231FABA87,effects/source/vvc/CDHORROR.vvc
effect:vvc:CDUNHVIS,CDUNHVIS,VVC,1,data/Patch25.bif,0x01000019,492,367FFB8F7F3E8A0806A0A0E6C486AEE694636C52B4E3235C5968C79A2D7764FC,effects/source/vvc/CDUNHVIS.vvc
effect:vvc:COLDH,COLDH,VVC,1,data/Patch2.bif,0x0BD001EB,492,4B79DF40DEDFBDF34C5A1C6E1404061BA5C4013F9579205B48C7936C70F6DDEB,effects/source/vvc/COLDH.vvc
effect:vvc:CSHIELDH,CSHIELDH,VVC,1,data/PATCH26.BIF,0x08600012,492,4EDA64C4011ED76D17E570AA64EEB1E3EB9A3EC86471F7D198349729BBD49253,effects/source/vvc/CSHIELDH.vvc
effect:vvc:CURSEH,CURSEH,VVC,1,data/PATCH26.BIF,0x08600014,492,A2371FA7D3EA6F506E7C3BD0813011E34D3CB3C0E7E6B6D50C8C1C08E18CF970,effects/source/vvc/CURSEH.vvc
effect:vvc:DDOORH,DDOORH,VVC,1,data/Patch2.bif,0x0BD001F6,492,9B4693A6275E14500D9C007C4539C53F1D4A9A63ACD636BC134E252B0CC357ED,effects/source/vvc/DDOORH.vvc
effect:vvc:DEATHWRD,DEATHWRD,VVC,1,data/Effects.bif,0x0030006F,492,CA7CA2E66A89EFE47DA62DFD077E1F2DB647F89F62DB8F306590AA6E0D57B968,effects/source/vvc/DEATHWRD.vvc
effect:vvc:ENTTEST1,ENTTEST1,VVC,1,data/Effects.bif,0x0030007B,492,3BC6BE8BFD9C48398795708A0EB02D1B5B734439303459E2903EE7CC241A6504,effects/source/vvc/ENTTEST1.vvc
effect:vvc:EXALTAH,EXALTAH,VVC,1,data/PATCH26.BIF,0x0860001C,492,8F2C9FCE6661930CE9A7BEEAD8D84CE92DC69654552471BDD2C0710128573ECF,effects/source/vvc/EXALTAH.vvc
effect:vvc:FDAWNX,FDAWNX,VVC,1,data/PATCH26.BIF,0x08600024,492,2BC692732077D95B8709C31242E7CF9FE29B26B07B8C67AF6210FC426A638D8C,effects/source/vvc/FDAWNX.vvc
effect:vvc:FIRE2B,FIRE2B,VVC,1,data/25Effect.bif,0x08C0001F,492,40A8A55101493774D31CA2D91955EE8CDA5DC0B6EDEB684BA676773B86FE1F82,effects/source/vvc/FIRE2B.vvc
effect:vvc:FIRECOLD,FIRECOLD,VVC,1,data/Effects.bif,0x00300092,492,68E977E886298B4734FAEE210BE5E50791CFCE5EF808BCFED438182AC6F94827,effects/source/vvc/FIRECOLD.vvc
effect:vvc:FIREH,FIREH,VVC,1,data/PATCH26.BIF,0x0860002D,492,DE79356338A41A0073F3E55B7D56F140491D03CAFD16D81EE8437DD651014AA3,effects/source/vvc/FIREH.vvc
effect:vvc:FIRENC01,FIRENC01,VVC,1,data/Effects.bif,0x00300093,492,0FA6923EEA065F4870F0FB095233DD974D2F4651832250AA2A23D07DE2A77AFE,effects/source/vvc/FIRENC01.vvc
effect:vvc:GLDUSTH,GLDUSTH,VVC,1,data/PATCH26.BIF,0x08600033,492,755FC481EBFEA734B50C4BDC540D6A25D6676CD1564C7FC3821E0E3C8A96733D,effects/source/vvc/GLDUSTH.vvc
effect:vvc:ICARMOR,ICARMOR,VVC,1,data/Effects.bif,0x003000B3,492,E8D3E781C75633493E9A0A5F83ECBD1429EB76E70F912769E8E62E811FA772A3,effects/source/vvc/ICARMOR.vvc
effect:vvc:ICBLESAI,ICBLESAI,VVC,1,data/Effects.bif,0x003000B4,492,BA33CD07DB54C28511071F9453B1E12CB576A4EBBB9A3E187E9D507525CD4EEA,effects/source/vvc/ICBLESAI.vvc
effect:vvc:ICCCMDSI,ICCCMDSI,VVC,1,data/PATCH26.BIF,0x08600034,492,1A1D700102E2870E823BDF07B0EE98D2B8283764AFFA4D6A41C5DA6F05DE1361,effects/source/vvc/ICCCMDSI.vvc
effect:vvc:ICCHMPSI,ICCHMPSI,VVC,1,data/PATCH26.BIF,0x08600035,492,D1A3048C527230F3F501477CB53DC32AD43C99CC80157BBE6E3D2C76B64C3C79,effects/source/vvc/ICCHMPSI.vvc
effect:vvc:ICCLKFR,ICCLKFR,VVC,1,data/Effects.bif,0x003000B5,492,38E79CF03A6C247BB6D0950A6AB22B6B9CFDA1365E70C216AE864CA3A99BAF72,effects/source/vvc/ICCLKFR.vvc
effect:vvc:ICCLKFR2,ICCLKFR2,VVC,1,data/Effects.bif,0x003000B6,492,8091352F3AE4B9E45FC1AB3E11C8FC94637F13CC94E451FE5F377E484AE80D14,effects/source/vvc/ICCLKFR2.vvc
effect:vvc:ICCSWOUI,ICCSWOUI,VVC,1,data/Effects.bif,0x003000B7,492,C4A8A57AC22F10D58D880DCFAB1A5D8FA08FC4428AC4855D91F5D5C893A0597E,effects/source/vvc/ICCSWOUI.vvc
effect:vvc:ICFIRSDI,ICFIRSDI,VVC,1,data/Effects.bif,0x003000B8,492,7E80C26AB310703866C8DF6B690D0CB83C244B9157DF01A59937DEA47A1DD8FB,effects/source/vvc/ICFIRSDI.vvc
effect:vvc:ICFRACTI,ICFRACTI,VVC,1,data/Effects.bif,0x003000B9,492,061293EC23CCAAC573731CD1095B307DAE8D22D5F6B4AABEF12E3635F3B98325,effects/source/vvc/ICFRACTI.vvc
effect:vvc:ICGLYPTI,ICGLYPTI,VVC,1,data/Effects.bif,0x003000BA,492,64EB45B81FDCD829B847D9437B8C0BC69398D6A8B92CF24E49D72D28259D71A4,effects/source/vvc/ICGLYPTI.vvc
effect:vvc:ICINHIT,ICINHIT,VVC,1,data/Effects.bif,0x003000BB,492,7595DB8B8E135B5300B4428614E16C8F8D46AC8D4F7CDAA272DD67C26608CB9F,effects/source/vvc/ICINHIT.vvc
effect:vvc:ICINTRAV,ICINTRAV,VVC,1,data/Effects.bif,0x003000BC,492,3EE119D00D5CE4E3B088A2E372C2113ABE99C175AF0FB0D5FFB9087DE566FEDA,effects/source/vvc/ICINTRAV.vvc
effect:vvc:ICMAGICH,ICMAGICH,VVC,1,data/Effects.bif,0x003000BD,492,5CEB7B81F0D618435BCAB28C41AB43A15554CD7E55B1F773AC8D1DED52182F03,effects/source/vvc/ICMAGICH.vvc
effect:vvc:ICPRAYI,ICPRAYI,VVC,1,data/Effects.bif,0x003000C1,492,B394BB995EB0BDD41F8D9B9548511964E51B29ECC46C26C2FF40241E6645E45B,effects/source/vvc/ICPRAYI.vvc
effect:vvc:ICRAISEI,ICRAISEI,VVC,1,data/Effects.bif,0x003000C2,492,E1A007591E05B052DDED441E3606A67AF527713F476C838780BD64ECA5E80F2B,effects/source/vvc/ICRAISEI.vvc
effect:vvc:ICRMPAR2,ICRMPAR2,VVC,1,data/Effects.bif,0x003000C3,492,FBC1A2919AB862FD5E17BC14941CDE3826431D1B568DFA17ED0CEB602E9E868A,effects/source/vvc/ICRMPAR2.vvc
effect:vvc:ICRMPARI,ICRMPARI,VVC,1,data/Effects.bif,0x003000C4,492,5B83D30FACC3CBF1ED2EC967F7B3A634524CA3BE56C569A8C645960EEFB30D1F,effects/source/vvc/ICRMPARI.vvc
effect:vvc:ICSPAIN,ICSPAIN,VVC,1,data/Effects.bif,0x003000C5,492,AE6B85E9D2D613EBFBEFF296364549C42EE3007C6F182BCD943541A702BB88D1,effects/source/vvc/ICSPAIN.vvc
effect:vvc:ICSTRENI,ICSTRENI,VVC,1,data/Effects.bif,0x003000C6,492,7E47D95BD668245B5B33C1C48664E907FC334E71442741E3D7A7D819C0E98705,effects/source/vvc/ICSTRENI.vvc
effect:vvc:ICSTRONE,ICSTRONE,VVC,1,data/PATCH26.BIF,0x08600036,492,3EB60858D6B17F700931B4971DF6348A4FB3D3D40C1B4DBA1BFDA0DF8742AB1F,effects/source/vvc/ICSTRONE.vvc
effect:vvc:ICWRATI,ICWRATI,VVC,1,data/Effects.bif,0x003000C7,492,33EBD3D211F315EEC985B77CC1680ED9AC92EC0079F73E6C2F1AA12E99F227BF,effects/source/vvc/ICWRATI.vvc
effect:vvc:MAGRES,MAGRES,VVC,1,data/Effects.bif,0x003000D6,492,5729A52270942487C2270C0CE74F40964A45EFADC0104A4C2699C4B75BCA37A8,effects/source/vvc/MAGRES.vvc
effect:vvc:MAGRES2,MAGRES2,VVC,1,data/Effects.bif,0x003000D7,492,C790646C21A4EFA6A6C4025D6B12A0077E057D29DCF909F44177CE59292C8A8F,effects/source/vvc/MAGRES2.vvc
effect:vvc:MAGRES3,MAGRES3,VVC,1,data/Effects.bif,0x003000D8,492,F6D269BA2FA754F9198CC3730E600EF8CEF82DAB2A15E6A0C3F700F15F357845,effects/source/vvc/MAGRES3.vvc
effect:vvc:MAGRES4,MAGRES4,VVC,1,data/Effects.bif,0x003000D9,492,088F93475FB6E83C3A41543195854C249B6577EADAB04BBD37572AD232093A47,effects/source/vvc/MAGRES4.vvc
effect:vvc:MINORGLB,MINORGLB,VVC,1,data/Effects.bif,0x003000DF,492,779140175E26E69A33963B98BEDF8344A3FEA737A5E562E69249AEE893960FDF,effects/source/vvc/MINORGLB.vvc
effect:vvc:MSOLG1,MSOLG1,VVC,1,data/25Effect.bif,0x08C00021,492,FE77FBE670EBA60E38FBC8699EA57B8E4477D5045DD34C7B5350EDBBFEB03231,effects/source/vvc/MSOLG1.vvc
effect:vvc:MSUMM1H,MSUMM1H,VVC,1,data/Patch2.bif,0x0BD0034B,492,5407DED6F11129FB88B557B736C9B6F67F07E9D756C0EE5570585EFC6672E346,effects/source/vvc/MSUMM1H.vvc
effect:vvc:MSUMM1X,MSUMM1X,VVC,1,data/Patch2.bif,0x0BD0034D,492,31850ECC97A8BF8A7C2DAD06401B62F8199EA070117BE8B32FA6A033F0A80DCB,effects/source/vvc/MSUMM1X.vvc
effect:vvc:OHBENVLP,OHBENVLP,VVC,1,data/BlackPits.bif,0x00F006B9,492,C3D71FEB4389039768EC5FC0DB4A16721158221193DA64FC0C5DBCB33DB1C2B9,effects/source/vvc/OHBENVLP.vvc
effect:vvc:OHBGLYPH,OHBGLYPH,VVC,1,data/BlackPits.bif,0x00F006F0,492,8EE90C078D83C1D6DBB1804F1F23DB4801AE60481E6F8B1460B899EBBBBC8C4C,effects/source/vvc/OHBGLYPH.vvc
effect:vvc:OHBGOLD,OHBGOLD,VVC,1,data/BlackPits.bif,0x00F006F7,492,DE66FBFC480F55A03DA853F908A8EF2DC19F5835438D5B37DE9B2290AFFB918B,effects/source/vvc/OHBGOLD.vvc
effect:vvc:OHDLPORT,OHDLPORT,VVC,1,data/Effects.bif,0x003000F1,492,937573A216D6EC1B75872274D0A11A2ADC28C218F2CB6269CF130A59EC21672A,effects/source/vvc/OHDLPORT.vvc
effect:vvc:OHDSTREE,OHDSTREE,VVC,1,data/Effects.bif,0x003000F2,492,2422AA0367872CA560DC3C90E38D58DDC89E7D8743848ADF00A6FD5168CD819E,effects/source/vvc/OHDSTREE.vvc
effect:vvc:OHHFIRRI,OHHFIRRI,VVC,1,data/Hexxat.bif,0x0B60067A,492,640861E5B000C60A1D6A63205A3293C300B4905052A4A24DED85A6718FADD5BA,effects/source/vvc/OHHFIRRI.vvc
effect:vvc:OHHNECR,OHHNECR,VVC,1,data/Hexxat.bif,0x0B6006C5,492,257CD03BDF9FB09B6BDFFE802F806D12746C52262D7DB3C07BE3A717BF0CB670,effects/source/vvc/OHHNECR.vvc
effect:vvc:OHHSMOVE,OHHSMOVE,VVC,1,data/Hexxat.bif,0x0B6006F6,492,63D7904AFAF022D1363356A3EC00BCE3269D8592D12B36CBFF6D8C005C90114F,effects/source/vvc/OHHSMOVE.vvc
effect:vvc:OHNPORTA,OHNPORTA,VVC,1,data/Neera.bif,0x0B800627,492,892C43DBE271BC4D74114DE27B7E9F2F5AD9767310377089CB8BC656C269F1FE,effects/source/vvc/OHNPORTA.vvc
effect:vvc:OHNVIS1,OHNVIS1,VVC,1,data/Neera.bif,0x0B8006A2,492,009A50320DBDB52E538147A6F2F246D13FC9C016FF61D5B688C29B20B5F39A2D,effects/source/vvc/OHNVIS1.vvc
effect:vvc:OHNVIS2,OHNVIS2,VVC,1,data/Neera.bif,0x0B8006A3,492,E722EBC8FBECC6E3A61DE460E2C21BC33B6C19B839D57E08C6325C46D6CA9A1E,effects/source/vvc/OHNVIS2.vvc
effect:vvc:OHNVIS3,OHNVIS3,VVC,1,data/Neera.bif,0x0B8006A4,492,40E6BEE2D332332C7A616BB9333F042550B5F7492D0CF7223E4548956C328549,effects/source/vvc/OHNVIS3.vvc
effect:vvc:OHNVIS4,OHNVIS4,VVC,1,data/Neera.bif,0x0B8006A5,492,A2D118AB911C901570C64BFE79AD9C85B783B20DAAFA3C6C746BB4C005DB5CF9,effects/source/vvc/OHNVIS4.vvc
effect:vvc:OHNWAND1,OHNWAND1,VVC,1,data/Neera.bif,0x0B8006B3,492,0AB23FBEAF586282A1FE2BDB00BEF0B577F6A686632EE895FF76A150CA247B1B,effects/source/vvc/OHNWAND1.vvc
effect:vvc:OHRDARK,OHRDARK,VVC,1,data/Rasaad.bif,0x0B9007D5,492,DFAD7A1EAF0668B0EEC08FF5A8BE75ED6157E1335E495BDD5DA8A14C8F7EBD5F,effects/source/vvc/OHRDARK.vvc
effect:vvc:OHRFEAR,OHRFEAR,VVC,1,data/Rasaad.bif,0x0B9007FE,492,559BC97B3EE7FE32DF9DDE72EC79CA492B409BCFEABE5553607848E071D8BF18,effects/source/vvc/OHRFEAR.vvc
effect:vvc:OHRMIND,OHRMIND,VVC,1,data/Rasaad.bif,0x0B90085A,492,812F1D217A6A7984AE317C31F18503B700875D8FF20BF5AFF6F8D9FB45FA1891,effects/source/vvc/OHRMIND.vvc
effect:vvc:OHRMJAR,OHRMJAR,VVC,1,data/Rasaad.bif,0x0B90085C,492,F25B8E956DBA7BBB2B1BB8082CA16BEFCE138199C2A82875444A35CD8B0478B6,effects/source/vvc/OHRMJAR.vvc
effect:vvc:OHRPOLY1,OHRPOLY1,VVC,1,data/Rasaad.bif,0x0B90087D,492,838D084C310D67767F3D6AE81308B93F037376F36439F00815F7599E64B10F05,effects/source/vvc/OHRPOLY1.vvc
effect:vvc:OHRPOLY2,OHRPOLY2,VVC,1,data/Rasaad.bif,0x0B90087E,492,D10CF57DCEAC0020944F8383784955FA7E2F449A881A1401B4E4E20D6D2985DA,effects/source/vvc/OHRPOLY2.vvc
effect:vvc:OHRSGATE,OHRSGATE,VVC,1,data/Rasaad.bif,0x0B9008AB,492,9460350867D95ABFD7AE0B55162E671B7F51AD991CEBEF854D1F7DF42F7B63B4,effects/source/vvc/OHRSGATE.vvc
effect:vvc:OHRSGONE,OHRSGONE,VVC,1,data/Rasaad.bif,0x0B9008B0,492,EF6FDABBC8E47BE416415925DAAFBA0C679D584C9EA6A7C341C4AE59ED6D98B9,effects/source/vvc/OHRSGONE.vvc
effect:vvc:OHRSHFIE,OHRSHFIE,VVC,1,data/Rasaad.bif,0x0B9008C7,492,8EE2AF2C4644E9487FCC91E0DB850891CD03F7A8F4AF30875BFCF77D7455EE42,effects/source/vvc/OHRSHFIE.vvc
effect:vvc:OHRSTEAM,OHRSTEAM,VVC,1,data/Rasaad.bif,0x0B9008EF,492,30028A0C848D9C422B79FF4B76388B208E8205E94642214112455B6E0AD5422A,effects/source/vvc/OHRSTEAM.vvc
effect:vvc:PARALH,PARALH,VVC,1,data/Patch2.bif,0x0BD00374,492,0CCAD5D42A95D9670A20B4BE22DDD303EFB15E64070F894F237762FC60B034FD,effects/source/vvc/PARALH.vvc
effect:vvc:POISON,POISON,VVC,1,data/Effects.bif,0x003000FD,492,9A10616A8D24D80088B3ACDA3E0EB01F5619D7337D5A05420A622FC814CCE444,effects/source/vvc/POISON.vvc
effect:vvc:POLYBACK,POLYBACK,VVC,1,data/Effects.bif,0x003000FE,492,5B8A1EBA2691907A2AEA190727CDE16FC02524E5A05E99F675A54B060D0A1784,effects/source/vvc/POLYBACK.vvc
effect:vvc:PRAYERB,PRAYERB,VVC,1,data/PATCH26.BIF,0x0860003F,492,741B90BFBCF57263F7D7A2469499CA88CEBDDEA3B69D0C97A256C095FE392FB7,effects/source/vvc/PRAYERB.vvc
effect:vvc:PRAYERG,PRAYERG,VVC,1,data/PATCH26.BIF,0x08600041,492,FA60A213B8DEA58762CF45AF2FC3AE81EF5465D03AD69EF027DB1826B81F902E,effects/source/vvc/PRAYERG.vvc
effect:vvc:PROJEND,PROJEND,VVC,1,data/Effects.bif,0x00300101,492,366919711CB6EC16D273289B304931079DD3E1B10E5279D21865CD59B82B9F73,effects/source/vvc/PROJEND.vvc
effect:vvc:SHACID,SHACID,VVC,1,data/Effects.bif,0x00300107,492,477AEF6FC64C4B41A91B025C4F736F1176B77157B4280A818181DF49E770CFA2,effects/source/vvc/SHACID.vvc
effect:vvc:SHACID2,SHACID2,VVC,1,data/Effects.bif,0x00300108,492,D38D8CE30B7241563AC23506528A28658DB3D18280070140345CAD0F8B54703A,effects/source/vvc/SHACID2.vvc
effect:vvc:SHAIR,SHAIR,VVC,1,data/Patch2.bif,0x0BD0038B,492,DA2759B37752B8854CFB1CF8D503DAED89CC8E79A26BBF58D34807A9A88BC065,effects/source/vvc/SHAIR.vvc
effect:vvc:SHAREAB,SHAREAB,VVC,1,data/PATCH26.BIF,0x0860004A,492,6AB44C68DC81B08E1CC99138A294B8B09A63E17815B0333BFF9B4D430B6E057B,effects/source/vvc/SHAREAB.vvc
effect:vvc:SHAREAW,SHAREAW,VVC,1,data/PATCH26.BIF,0x0860004C,492,701A459D0BBECB76B4F81FBE983269000261C663A4C31DF941A131410096E65F,effects/source/vvc/SHAREAW.vvc
effect:vvc:SPABJURA,SPABJURA,VVC,1,data/Effects.bif,0x00300127,492,5EF2627A91BFFB0CCDF6A4B8208AA0572A18A75B8E2B6E58D85E894C72080588,effects/source/vvc/SPABJURA.vvc
effect:vvc:SPALTERA,SPALTERA,VVC,1,data/Effects.bif,0x0030012B,492,D884C3697380B2E8B3F8FE89085CB3BFCB29D9F1A780099854E564F7F8839E54,effects/source/vvc/SPALTERA.vvc
effect:vvc:SPANISUM,SPANISUM,VVC,1,data/Effects.bif,0x00300135,492,D5085EA1AD1B42DBFD258F4C507FD5472246D48FB5B551C7986DED5AB89A3E1B,effects/source/vvc/SPANISUM.vvc
effect:vvc:SPARM2,SPARM2,VVC,1,data/Effects.bif,0x00300136,492,A5CC4B61E4E763791CF37B65E71F2CF2C5844A6D8D28DF70C6C6E1B31DEDEB82,effects/source/vvc/SPARM2.vvc
effect:vvc:SPARMOUR,SPARMOUR,VVC,1,data/Effects.bif,0x00300137,492,0E675F1E8AEFC38F08B132E1BF1F1C2DB4F665D099DDF8CD78E0591F92FA6161,effects/source/vvc/SPARMOUR.vvc
effect:vvc:SPATTCK1,SPATTCK1,VVC,1,data/Effects.bif,0x00300139,492,F0E9D4C277259DFB30B5B66208FD41D1A7034E9EE261BF2247E7B37C9E7D3204,effects/source/vvc/SPATTCK1.vvc
effect:vvc:SPATTCK2,SPATTCK2,VVC,1,data/Effects.bif,0x0030013A,492,94B012952C82F6C3FE51C26ADFC3BB2AD11FC61BC8E0A935E04659735B98F09C,effects/source/vvc/SPATTCK2.vvc
effect:vvc:SPAURAFB,SPAURAFB,VVC,1,data/25Effect.bif,0x08C0002B,492,1CA291C4D4E5ECA90B0F10CFE054B884B2B1C8F251E0BA709A5800C00FF9996A,effects/source/vvc/SPAURAFB.vvc
effect:vvc:SPAURAFD,SPAURAFD,VVC,1,data/25Effect.bif,0x08C0002C,492,06585A744D310A3B3DBF682BE48105CCCA7AF95B0BF244CA2E32FDB67ED595D5,effects/source/vvc/SPAURAFD.vvc
effect:vvc:SPAURAFF,SPAURAFF,VVC,1,data/25Effect.bif,0x08C0002D,492,7BE3F0FE7869AE80E5B4D91157BD843BB858B595C62E6279DAB8030D143C59AC,effects/source/vvc/SPAURAFF.vvc
effect:vvc:SPBEHBLA,SPBEHBLA,VVC,1,data/Effects.bif,0x0030013B,492,03AEAFA37DC1D28D5AC64EB4B3C76D449AEA6D27DEBD4B6E5366E957B251F462,effects/source/vvc/SPBEHBLA.vvc
effect:vvc:SPBEHPOO,SPBEHPOO,VVC,1,data/Effects.bif,0x0030013C,492,072599F0661DF8E37154DB6398483A872160CCA691C746794DE194FAE1D7AF50,effects/source/vvc/SPBEHPOO.vvc
effect:vvc:SPBEHRAY,SPBEHRAY,VVC,1,data/Effects.bif,0x0030013D,492,FDB5ECCA4D105A2194C08B715C396E1A8FED9B09EDE12A692DCA2BED2AC28AD4,effects/source/vvc/SPBEHRAY.vvc
effect:vvc:SPBGBFS1,SPBGBFS1,VVC,1,data/PATCH26.BIF,0x0860004F,492,7C811064A85834409240EC5A050507F8F4DA425D31B7AA5C07BFE915F0101665,effects/source/vvc/SPBGBFS1.vvc
effect:vvc:SPBGBFS2,SPBGBFS2,VVC,1,data/PATCH26.BIF,0x08600052,492,3FE852BECC95020371C339316DB528F8576B6F3E8BB6C88BC2B63EA35B7DA933,effects/source/vvc/SPBGBFS2.vvc
effect:vvc:SPBGBFST,SPBGBFST,VVC,1,data/25Effect.bif,0x08C0002E,492,8714613EC4A5483FF0CEB2D9B55693BCD6A5C26656047F517F0781EE3709FB7A,effects/source/vvc/SPBGBFST.vvc
effect:vvc:SPBLDBTM,SPBLDBTM,VVC,1,data/Effects.bif,0x0030013E,492,2690AB67CDD5F8663AADF0C7D9B8310C42F5E2EFFB6539E88BE26A8F8714E7B4,effects/source/vvc/SPBLDBTM.vvc
effect:vvc:SPBLDTOP,SPBLDTOP,VVC,1,data/Effects.bif,0x0030013F,492,A7300CFED9AF62706BA0E87D9898743A3D0E764786AB6BA22EF8F07A32261B57,effects/source/vvc/SPBLDTOP.vvc
